City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
bauchi,10.5,10.0,64.49,27,100,4.34,NG,1612664318
san andres,12.5847,-81.7006,80.6,78,20,12.66,CO,1612664318
black river,18.0264,-77.8487,77.0,73,20,4.61,JM,1612664318
abu dhabi,24.4667,54.3667,68.0,56,0,17.27,AE,1612664318
pendleton,45.6721,-118.7886,48.99,61,1,31.07,US,1612664318
innisfail,-17.5333,146.0333,86.47,69,100,6.8,AU,1612664319
robertsport,6.7533,-11.3686,79.93,85,72,4.23,LR,1612664319
duiwelskloof,-23.6934,30.14,67.19,92,100,0.94,ZA,1612664319
bonavista,48.6499,-53.1147,37.99,100,89,9.22,CA,1612664319
namibe,-15.1961,12.1522,70.39,80,67,5.32,AO,1612664319
ulaangom,49.9811,92.0667,-7.65,89,59,1.36,MN,1612664190
oranjemund,-28.55,16.4333,64.89,91,86,16.31,NA,1612664319
kahului,20.8947,-156.47,77.0,50,40,11.5,US,1612664066
khandyga,62.6667,135.6,-21.35,85,97,1.7,RU,1612664319
te anau,-45.4167,167.7167,75.9,38,0,5.68,NZ,1612664320
hamilton,39.1834,-84.5333,30.2,59,20,5.3,US,1612664098
octeville,49.6261,-1.6435,41.0,87,90,13.8,FR,1612664050
beyneu,45.3167,55.2,30.36,84,71,8.63,KZ,1612664320
hailun,47.45,126.9333,-2.76,91,99,3.76,CN,1612664198
rupert,42.6191,-113.6772,41.0,48,90,11.5,US,1612664320
thessalon,46.2501,-83.5666,12.2,85,90,9.06,CA,1612664320
ixtapa,20.7,-105.2,72.0,83,40,5.75,MX,1612664321
lewisporte,49.2499,-55.0482,37.4,93,90,14.97,CA,1612664321
bireun,5.203,96.7009,80.42,75,12,7.29,ID,1612664321
alindao,5.0267,21.2088,64.22,30,1,2.77,CF,1612664321
billings,45.7833,-108.5007,6.01,85,90,10.36,US,1612664212
richards bay,-28.783,32.0377,72.79,86,31,8.9,ZA,1612664318
tautira,-17.7333,-149.15,86.0,62,20,11.5,PF,1612664321
maltahohe,-24.8333,16.9833,69.84,26,0,11.12,NA,1612664322
filingue,14.3521,3.3168,72.05,20,64,9.57,NE,1612664322
anadyr,64.75,177.4833,-9.0,77,20,6.71,RU,1612664322
batagay-alyta,67.8006,130.4114,-23.49,84,100,1.92,RU,1612664322
kloulklubed,7.0419,134.2556,82.4,89,75,14.97,PW,1612664322
dampit,-8.2116,112.7493,83.35,57,90,3.49,ID,1612664322
alofi,-19.0595,-169.9187,86.0,70,100,13.8,NU,1612664322
jinka,5.65,36.65,67.3,48,61,3.02,ET,1612664323
artyom,40.4723,50.333,46.4,81,0,20.71,AZ,1612664323
quthing,-30.4,27.7003,62.31,77,0,1.36,LS,1612664046
ternate,0.8,127.4,81.01,77,100,5.46,ID,1612664323
ossora,59.2353,163.0719,26.15,97,100,37.2,RU,1612664254
tete,-16.1564,33.5867,80.6,83,40,5.75,MZ,1612664323
paita,-5.0892,-81.1144,74.64,76,83,12.64,PE,1612664323
kaoma,-14.7833,24.8,64.56,95,100,3.56,ZM,1612664323
shenjiamen,29.9576,122.298,54.91,72,0,3.56,CN,1612664191
coahuayana,18.7333,-103.6833,73.4,78,1,0.09,MX,1612664222
tukrah,32.5341,20.5791,62.02,45,21,15.59,LY,1612664324
maturin,9.75,-63.1767,71.6,91,96,5.82,VE,1612664145
saint-paul-les-dax,43.7272,-1.0516,44.01,94,94,4.7,FR,1612664324
harnosand,62.6323,17.9379,15.8,79,1,9.22,SE,1612664324
severobaykalsk,55.65,109.3167,3.34,92,100,2.89,RU,1612664324
ballina,-28.8667,153.5667,89.6,61,99,10.36,AU,1612664324
opuwo,-18.0607,13.84,70.09,44,91,2.86,NA,1612664183
maningrida,-12.0667,134.2667,82.04,76,100,13.44,AU,1612664325
sainte-maxime,43.3,6.6333,55.99,82,94,6.91,FR,1612664325
andros town,24.7,-77.7667,73.4,94,75,13.8,BS,1612664325
sibolga,1.7427,98.7792,83.26,62,43,1.28,ID,1612664232
techiman,7.5862,-1.9414,74.08,82,13,7.67,GH,1612664325
gamboma,-1.8764,15.8644,75.0,78,62,2.53,CG,1612664325
vicosa do ceara,-3.5622,-41.0922,67.62,94,7,3.87,BR,1612664325
vila franca do campo,37.7167,-25.4333,59.0,88,75,19.57,PT,1612664326
ukiah,39.1502,-123.2078,57.2,58,1,3.44,US,1612664237
reconquista,-29.15,-59.65,69.04,54,0,5.79,AR,1612664326
sistranda,63.7256,8.834,23.0,86,20,9.22,NO,1612664169
buala,-8.145,159.5921,78.98,82,100,6.96,SB,1612664146
cartagena del chaira,1.3349,-74.8429,74.1,95,98,2.08,CO,1612664141
kaspiyskiy,45.3929,47.3707,34.38,97,100,7.2,RU,1612664326
porto novo,6.4965,2.6036,84.2,84,40,12.66,BJ,1612664326
mandalgovi,45.7625,106.2708,8.37,84,0,6.02,MN,1612664327
lazaro cardenas,17.9583,-102.2,73.83,75,0,1.74,MX,1612664327
laela,-8.5667,32.05,60.94,94,100,4.05,TZ,1612664327
north vanlaiphai,23.1333,93.0667,50.45,48,0,1.72,IN,1612664327
hofn,64.2539,-15.2082,32.36,92,91,19.08,IS,1612664327
bulgan,48.8125,103.5347,5.72,85,0,2.84,MN,1612664328
bage,-31.3314,-54.1069,62.6,88,0,2.3,BR,1612664328
baiao,-2.7906,-49.6717,75.47,90,3,2.62,BR,1612664328
tura,25.5198,90.2201,61.7,57,100,0.11,IN,1612664328
nishihara,26.1842,127.7558,71.6,56,40,9.22,JP,1612664093
rawson,-43.3002,-65.1023,58.26,69,32,19.86,AR,1612664328
mugumu,-1.85,34.7,61.79,87,69,4.07,TZ,1612664328
caloundra,-26.8,153.1333,89.01,71,34,5.01,AU,1612664328
nipawin,53.3668,-104.0009,-22.0,63,1,9.22,CA,1612664329
gull lake,50.1001,-108.4847,-16.6,76,40,6.91,CA,1612664329
la libertad,-2.2333,-80.9,77.61,80,100,8.57,EC,1612664329
swidwin,53.7746,15.7767,14.0,87,92,8.01,PL,1612664329
port blair,11.6667,92.75,80.98,70,0,9.84,IN,1612664329
tuljapur,18.0,76.0833,63.34,33,0,13.98,IN,1612664241
tessalit,20.1986,1.0114,67.71,22,100,6.24,ML,1612664329
minamiashigara,35.3193,139.099,59.0,29,1,9.22,JP,1612664330
blairmore,49.6,-114.4353,-6.0,84,100,11.5,CA,1612664330
chicama,-7.8447,-79.1469,73.17,68,100,6.78,PE,1612664330
okakarara,-20.5833,17.4333,68.47,47,99,4.34,NA,1612664079
potosi,-19.5836,-65.7531,47.55,78,66,5.55,BO,1612664330
togitsu,32.8333,129.85,53.6,76,20,4.61,JP,1612664330
victor harbor,-35.5667,138.6167,66.99,75,98,3.0,AU,1612664330
mareeba,-17.0,145.4333,90.0,70,82,5.75,AU,1612664330
tamsweg,47.1281,13.811,33.01,94,97,11.23,AT,1612664331
hartford,41.7668,-72.7662,30.99,60,3,4.0,US,1612664118
bitung,1.4451,125.1824,82.85,72,100,8.97,ID,1612664331
linxi,39.7,118.4333,32.45,77,0,5.3,CN,1612664065
urengoy,65.9667,78.3667,-13.79,88,100,12.57,RU,1612664331
komsomolskiy,40.4272,71.7189,41.0,60,100,4.61,UZ,1612664214
mancio lima,-7.6142,-72.8958,74.93,88,42,1.39,BR,1612664331
westport,41.1415,-73.3579,37.4,44,1,3.44,US,1612664164
hiriyur,13.9456,76.6192,65.01,60,100,2.64,IN,1612664331
pathein,16.7833,94.7333,78.75,64,13,8.03,MM,1612664256
lima,-12.0432,-77.0282,75.0,68,75,9.22,PE,1612664266
andrews,32.3187,-102.5457,48.2,18,1,8.05,US,1612664332
kodinsk,58.6881,99.1844,17.83,96,100,6.85,RU,1612664332
cockburn town,21.4612,-71.1419,77.47,78,0,23.31,TC,1612664332
elizabethtown,37.694,-85.8591,37.4,65,90,4.61,US,1612664332
leh,34.1667,77.5833,4.77,48,0,2.53,IN,1612664332
camacupa,-12.0167,17.4833,62.49,97,100,5.84,AO,1612664332
yar-sale,66.8333,70.8333,-26.19,86,100,16.87,RU,1612664333
san cristobal,7.7669,-72.225,65.98,89,100,1.61,VE,1612664333
moree,-29.4667,149.85,87.8,33,40,16.11,AU,1612664333
sept-iles,50.2001,-66.3821,26.6,74,100,11.5,CA,1612664333
hanzhong,33.0728,107.0303,52.45,40,100,1.36,CN,1612664333
virginia beach,36.8529,-75.978,45.0,55,100,10.94,US,1612664198
port lincoln,-34.7333,135.8667,63.21,67,99,12.35,AU,1612664333
malakal,9.5334,31.6605,62.56,30,0,7.07,SS,1612664334
pyapon,16.2833,95.6833,76.78,69,0,3.98,MM,1612664229
birao,10.2849,22.7882,58.37,33,0,7.7,CF,1612664087
mahon,39.8885,4.2658,55.4,88,20,10.36,ES,1612664334
vazante,-17.9869,-46.9078,69.84,93,100,4.25,BR,1612664334
san juan,-31.5375,-68.5364,84.15,32,0,10.94,AR,1612664334
lavrentiya,65.5833,-171.0,-9.98,79,0,1.74,RU,1612664334
dingle,10.9995,122.6711,81.48,81,79,15.01,PH,1612664335
luzhou,28.8724,105.4405,59.14,60,7,2.98,CN,1612664335
fare,-16.7,-151.0167,82.51,68,2,10.8,PF,1612664335
nakamura,32.9833,132.9333,59.11,50,0,7.02,JP,1612664335
parit buntar,5.1267,100.4932,84.2,74,20,5.75,MY,1612664335
galesong,-5.3166,119.3661,86.0,66,20,2.3,ID,1612664335
maralal,1.0968,36.698,56.84,84,1,3.69,KE,1612664228
cap malheureux,-19.9842,57.6142,75.0,86,2,1.99,MU,1612664336
lata,40.1629,-8.3327,50.0,66,40,11.5,PT,1612664336
irbil,36.1926,44.0106,48.2,100,0,3.44,IQ,1612664336
iquique,-20.2208,-70.1431,71.6,53,0,10.36,CL,1612664336
jaleswar,26.6471,85.8008,56.17,73,0,3.49,NP,1612664336
paciran,-6.8767,112.3761,83.16,78,2,13.47,ID,1612664336
marawi,7.9986,124.2928,81.0,83,74,3.0,PH,1612664336
skibbereen,51.55,-9.2667,35.6,87,20,9.22,IE,1612664336
nago,26.5881,127.9761,71.6,78,75,8.05,JP,1612664289
hastings,50.8552,0.5729,37.0,87,100,8.01,GB,1612664337
saint-georges,12.0564,-61.7485,78.8,73,20,11.5,GD,1612664337
tall kayf,37.0833,41.0667,45.41,55,0,6.06,TR,1612664337
skjervoy,70.0311,20.9714,29.71,95,100,21.39,NO,1612664337
roebourne,-20.7833,117.1333,83.68,46,0,9.01,AU,1612664337
kabanjahe,3.1001,98.4908,84.2,89,40,4.61,ID,1612664162
turinsk,58.0458,63.696,5.16,94,100,16.08,RU,1612664114
natal,-5.795,-35.2094,78.8,83,40,4.61,BR,1612664092
huaicheng,23.9051,112.1931,76.33,38,4,1.72,CN,1612664338
bandarbeyla,9.4942,50.8122,74.75,82,7,11.14,SO,1612664338
tupik,54.4253,119.9327,-13.13,82,63,1.66,RU,1612664338
kautokeino,69.0125,23.0412,15.93,93,100,9.89,NO,1612664338
noshiro,40.2039,140.0242,32.0,100,75,4.61,JP,1612664338
kirovskiy,45.0917,133.5136,-0.36,90,100,4.88,RU,1612664338
mastic beach,40.7668,-72.8521,37.99,56,1,3.44,US,1612664339
matagami,49.7502,-77.6328,3.2,85,90,8.05,CA,1612664339
kankon,15.0167,74.0167,73.11,50,41,5.39,IN,1612664339
vitim,59.4511,112.5578,3.63,91,97,6.73,RU,1612664339
ortakoy,38.7373,34.0387,37.4,65,0,11.5,TR,1612664339
abu samrah,35.3029,37.1841,49.15,79,0,6.22,SY,1612664125
pisco,-13.7,-76.2167,69.8,88,90,6.91,PE,1612664339
uchiza,-8.4592,-76.4633,73.09,82,100,2.3,PE,1612664339
manjacaze,-24.7117,33.8828,71.29,89,95,1.57,MZ,1612664340
misratah,32.3754,15.0925,66.88,33,99,14.63,LY,1612664340
hagere hiywet,8.9833,37.85,55.06,68,66,5.59,ET,1612664340
waterford,42.7023,-83.4027,16.0,67,90,6.91,US,1612664097
itaituba,-4.2761,-55.9836,82.4,83,0,1.79,BR,1612664340
praia da vitoria,38.7333,-27.0667,60.8,82,20,13.76,PT,1612664340
zhangye,38.9342,100.4517,34.29,57,14,3.6,CN,1612664310
husavik,66.0449,-17.3389,33.8,75,75,5.75,IS,1612664340
trincomalee,8.5711,81.2335,79.0,83,19,12.73,LK,1612664341
marsh harbour,26.5412,-77.0636,75.25,86,36,18.45,BS,1612664341
bereda,43.2686,-7.5406,35.01,100,61,1.01,ES,1612664341
coffs harbour,-30.3,153.1333,82.0,69,100,9.22,AU,1612664341
moron,-34.6534,-58.6198,79.0,59,0,3.29,AR,1612664330
sioux lookout,50.1001,-91.917,-14.8,64,90,13.8,CA,1612664105
adrar,20.5022,-10.0711,55.92,42,100,9.86,MR,1612664341
gat,31.61,34.7642,55.0,100,0,1.7,IL,1612664063
hasaki,35.7333,140.8333,57.0,50,20,5.75,JP,1612664074
miyazu,35.5333,135.1833,52.68,59,9,6.82,JP,1612664342
watsa,3.0372,29.5355,61.88,34,87,1.57,CD,1612664106
muskegon,43.3,-86.1334,17.6,73,90,11.5,US,1612664319
asau,46.4333,26.4,27.0,73,100,3.65,RO,1612664342
evanston,42.0411,-87.6901,9.0,72,90,10.36,US,1612664308
mount gambier,-37.8333,140.7667,64.4,55,90,14.97,AU,1612664172
khorramshahr,30.4397,48.1664,57.2,88,75,4.61,IR,1612664343
guilin,25.2819,110.2864,62.6,72,75,2.24,CN,1612664343
chivay,-15.6383,-71.6011,52.47,59,100,4.97,PE,1612664343
camacari,-12.6975,-38.3242,82.4,78,40,14.97,BR,1612664131
tambura,5.6,27.4667,64.31,27,8,6.98,SS,1612664343
puerto leguizamo,-0.1934,-74.7819,73.49,97,100,1.59,CO,1612664343
camabatela,-8.1881,15.375,64.78,100,100,4.25,AO,1612664343
pandan,14.0453,124.1694,81.34,78,66,13.09,PH,1612664343
belyy yar,53.6039,91.3903,3.2,85,2,2.24,RU,1612664315
pushkino,56.0172,37.8667,1.4,78,40,11.18,RU,1612664344
yilan,24.757,121.753,77.0,65,20,10.36,TW,1612664253
matara,5.9485,80.5353,75.47,86,65,4.7,LK,1612664344
tsiroanomandidy,-18.7667,46.0333,67.33,96,100,2.26,MG,1612664344
bela,25.9333,81.9833,49.84,69,0,4.41,IN,1612664344
yunyang,33.4474,112.7142,55.0,37,45,15.88,CN,1612664344
korla,41.7597,86.1469,27.3,83,59,2.01,CN,1612664344
gladstone,-23.85,151.25,89.6,51,0,10.36,AU,1612664081
berlevag,70.8578,29.0864,26.29,95,100,26.44,NO,1612664345
baculin,7.4525,126.5842,79.61,84,100,7.61,PH,1612664345
mezen,65.8522,44.24,-18.71,87,12,6.71,RU,1612664345
atbasar,51.8,68.3333,9.59,93,100,26.04,KZ,1612664345
urucuca,-14.5931,-39.2844,82.4,83,75,4.61,BR,1612664088
puerto carreno,6.189,-67.4859,84.24,52,100,13.29,CO,1612664346
saint anthony,45.0205,-93.218,-7.6,59,1,11.5,US,1612664346
lodja,-3.4833,23.4333,71.44,86,75,1.36,CD,1612664346
aswan,24.0934,32.907,54.91,65,0,4.61,EG,1612664139
imbituba,-28.24,-48.6703,71.6,73,0,2.3,BR,1612664346
kralendijk,12.15,-68.2667,78.8,73,20,19.57,BQ,1612664346
nabire,-3.3667,135.4833,82.22,68,100,1.14,ID,1612664347
